(0.3902548706054687, -0.1388636962890625, 10.091559997558592);(0.5123591552734374, 9.643844287109374, 2.7748797241210936)
(0.39264907226562495, -0.105344873046875, 10.046070166015625);(0.43574470214843747, 9.557653027343749, 3.1124621582031247)
(0.3758896606445312, -0.11731588134765625, 10.199299072265624);(0.3184288208007812, 9.545682019042967, 2.6862942626953124)
(0.39743747558593745, -0.18435352783203124, 10.225635290527343);(0.36152445068359373, 9.756371765136718, 3.239354846191406)
(0.34715924072265625, -0.08858546142578125, 10.172962854003906);(0.5386953735351562, 9.756371765136718, 3.380612744140625)
(0.3687070556640625, -0.12689268798828124, 10.127473022460936);(0.5722141967773438, 9.655815295410155, 3.4548329956054684)
(0.373495458984375, -0.18435352783203124, 10.096348400878906);(0.7302315063476562, 9.540893615722656, 3.383006945800781)
(0.39264907226562495, -0.0047884033203125, 10.24718310546875);(0.7158662963867187, 9.658209497070311, 3.3638533325195312)
(0.40462008056640625, -0.15083470458984374, 10.244788903808594);(0.689530078125, 9.643844287109374, 3.6104561035156246)
(0.4213794921875, -0.10773907470703124, 10.019733947753906);(0.7350199096679687, 9.706093530273437, 3.778050219726562)
(0.35673604736328124, -0.14125789794921875, 10.002974536132811);(0.7110778930664062, 9.639055883789062, 3.892971899414062)
(0.3447650390625, -0.0718260498046875, 10.115502014160155);(0.852335791015625, 9.655815295410155, 3.912125512695312)
(0.40462008056640625, -0.13646949462890623, 10.120290417480469);(0.7015010864257812, 9.521740002441407, 3.897760302734375)
(0.34715924072265625, -0.19153613281249998, 10.223241088867187);(0.5865794067382812, 9.595960253906249, 3.8666356811523435)
(0.37828386230468747, -0.11731588134765625, 9.983820922851562);(0.5530605834960938, 9.658209497070311, 4.070142822265625)
(0.40940848388671874, -0.12689268798828124, 10.072406384277343);(0.6631938598632812, 9.65342109375, 3.900154504394531)
(0.4285620971679687, -0.28969840087890625, 10.199299072265624);(0.86191259765625, 9.516951599121093, 3.957615344238281)
(0.3447650390625, -0.13407529296874998, 10.137049829101562);(0.8283937744140625, 9.37808790283203, 3.871424084472656)
(0.3758896606445312, -0.09576806640624999, 10.041281762695311);(0.8547299926757812, 9.64623848876953, 3.892971899414062)
(0.373495458984375, -0.15083470458984374, 10.089165795898436);(0.7254431030273437, 9.70369932861328, 3.9600095458984375)
(0.39264907226562495, -0.06943184814453125, 10.108319409179687);(0.7278373046875, 9.662997900390625, 4.106055847167968)
(0.3758896606445312, -0.10295067138671875, 10.096348400878906);(0.5339069702148437, 9.641450085449218, 4.141968872070312)
(0.37828386230468747, -0.06943184814453125, 10.077194787597655);(0.5889736083984375, 9.521740002441407, 4.3071687866210935)
(0.3758896606445312, -0.06464344482421874, 10.034099157714843);(0.7350199096679687, 9.591171850585937, 4.209006518554688)
(0.40462008056640625, -0.12449848632812499, 10.002974536132811);(0.7254431030273437, 9.634267480468749, 4.364629626464843)
(0.3758896606445312, -0.14125789794921875, 10.0748005859375);(0.7613561279296874, 9.392453112792968, 4.168305090332031)
(0.3447650390625, -0.1197100830078125, 10.089165795898436);(0.8212111694335937, 9.56962403564453, 3.83072265625)
(0.4213794921875, -0.11013327636718749, 10.077194787597655);(0.8595183959960937, 9.560047229003906, 4.244919543457031)
